46,10,94,16,32,137
129,98,19,33,51,115
138,88,37,9,65,91
55,64,14,59,9,88
76,85,105,21,68,86
84,108,113,15,73,63
97,70,113,83,36,56
138,16,18,140,92,79
29,118,47,134,111,25
95,133,128,104,99,131
62,25,68,112,84,88
21,106,33,63,30,121
91,95,89,15,67,115
47,143,21,107,104,81
42,101,125,86,44,126
54,115,130,135,89,28
48,51,87,116,15,78
105,108,35,93,34,119
91,99,81,140,124,44
96,110,101,38,117,79
13,93,122,53,74,112
49,100,22,80,95,63
43,51,10,132,114,56
81,100,34,122,109,50
103,30,108,19,100,85
137,132,116,113,60,9
120,95,33,3,24,22
30,109,135,114,81,8
89,12,137,94,77,96
85,33,123,120,9,134
28,55,141,47,130,102
32,117,28,92,80,37
10,49,47,93,128,78
31,139,83,106,53,106
141,144,8,12,107,123
101,124,18,99,5,143
104,28,98,104,13,102
109,39,11,30,42,115
11,97,109,66,133,18
111,127,97,77,14,124
34,32,5,28,135,96
110,75,106,33,46,60
68,134,55,68,140,123
35,11,142,80,90,89
36,14,32,61,50,85
99,72,103,43,51,88
24,90,114,92,17,96
93,84,126,99,15,93
116,103,87,99,95,107
100,24,83,129,21,88
10,16,50,58,74,21
115,76,112,118,112,2
130,86,87,26,89,64
79,105,57,26,110,88
35,79,77,92,7,95
110,82,113,10,86,98
105,35,107,50,9,90
93,92,112,136,119,128
101,12,22,53,121,134
84,54,55,91,115,86
83,130,96,138,67,112
82,59,62,126,102,68
108,82,97,79,57,86
119,142,127,95,108,6
114,14,119,27,41,62
104,42,38,94,36,13
27,91,20,40,77,97
100,127,98,134,81,75
3,58,78,104,97,125
94,96,69,96,87,56
96,15,59,113,38,89
142,110,84,105,111,75
144,74,35,67,84,86
80,85,36,9,84,108
7,106,39,111,114,118
123,132,82,93,117,113
96,122,132,35,74,58
62,121,114,116,56,71
73,84,115,117,76,87
44,49,38,99,127,120
103,130,72,75,99,1
101,122,133,83,16,50
82,66,73,50,139,80
72,38,127,86,105,42
37,102,47,28,103,107
64,111,61,73,71,120
95,106,65,83,86,75
143,26,76,85,34,131
100,108,84,144,77,125
137,41,98,91,38,118
33,30,91,126,109,71
119,122,65,117,75,96
139,2,79,23,68,70
118,121,82,116,34,5
31,116,79,144,83,54
102,118,84,27,89,75
135,68,47,51,71,4
126,3,53,132,18,135
107,111,83,74,143,29
90,102,38,70,128,72
58,78,121,118,9,100
110,117,101,97,21,119
4,52,64,85,69,104
123,9,13,72,87,67
88,142,124,127,19,121
108,81,125,119,122,75
65,115,45,98,126,2
124,39,121,28,6,31
105,63,112,94,80,140
111,122,129,117,73,85
143,95,81,28,115,104
20,48,74,78,112,17
12,131,90,106,121,94
2160
